aco_num,aco_name,qualscore,qualperfshare,n_ab,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A49262,"Broward Guardian, LLC",89.38000000000001,50.0,7260,1191,3016,1811,1242,4337,2923,5295,1066,89.0,489.0,8.0,313,200.0,786.0,12720.0,4944.0,6727.0,1034.0,15.0,0,0,0,0,0,66,14,8,0,0,2016,Florida,14578.0,0.0,1.0,81.61,94.16,92.92,85.67,62.49,76.97,70.15,24.1,15.1,17.79,63.32,84.71,64.42,53.33,61.48,28.55,31.22,70.42,93.5,57.51,45.51,66.72,74.74,0.0,24.26,17.87,29.15,74.25,75.0,67.31947033898301,1.9344915254237287,76.23600867678952
A36517,"Via Christi Health Alliance in Accountable Care, Inc.",95.94,50.0,21491,3437,9344,5957,2753,12570,8921,19621,1142,88.0,201.0,76.0,363,152.0,805.0,8813.0,3778.0,3285.0,1542.0,208.0,2,11,1,0,9,180,270,110,0,3,2016,Kansas,8474.0,0.0,1.0,82.19,93.56,93.65,82.96,54.84,76.41,73.18,36.01,13.78,16.42,45.57,58.69,48.51,93.88,48.56,73.48,84.53,65.75,96.9,32.27,61.73,72.29,80.57,0.0,38.46,15.38,45.0,71.22,88.1,67.31947033898301,1.9344915254237287,76.23600867678952
A46995,UT Southwestern Accountable Care Network,95.63000000000001,50.0,87479,11220,43398,23783,9078,50417,37062,73440,7850,1785.0,1751.0,194.0,2459,172.0,763.0,10224.0,4006.0,5086.0,1119.0,12.0,0,0,0,0,5,1067,1898,378,6,8,2016,Texas,11474.0,0.0,1.0,82.28,93.39,94.23,84.21,62.22,76.24,69.45,31.82,14.8,18.55,51.94,75.44,59.62,86.26,80.1,66.78,75.53,78.99,94.79,57.57,77.55,61.97,73.89,10.71,45.13,16.46,51.15,69.47,85.58,67.31947033898301,1.9344915254237287,76.23600867678952
A39975,Gulf Coast Health Partners,94.44,50.0,29611,4390,13753,8427,3041,17127,12484,26031,2767,218.0,64.0,41.0,490,148.0,764.0,9782.0,3494.0,5226.0,1040.0,22.0,0,0,1,0,4,191,157,90,0,0,2016,"Florida, Alabama, Mississippi",8734.0,0.0,1.0,81.09,93.02,92.85,81.19,58.06,78.38,71.71,28.71,13.94,18.47,40.45,60.23,50.27,96.52,86.24,67.82,72.44,68.93,86.2,70.56,69.72,68.89,82.73,13.89,33.1,12.32,35.21,73.31,82.94,67.31947033898301,1.9344915254237287,76.23600867678952
A72235,Bayview Physicians Group,95.47,50.0,20574,3203,10399,5097,1875,12438,8136,14857,4764,289.0,45.0,14.0,605,153.0,806.0,10025.0,4067.0,5185.0,765.0,7.0,0,0,0,0,0,203,123,23,0,0,2016,"Virginia, North Carolina",8468.0,0.0,1.0,80.94,92.85,93.3,83.1,66.3,73.21,72.36,28.43,13.77,16.56,45.51,67.14,55.24,97.87,95.78,65.51,74.51,67.37,95.45,81.34,74.39,83.47,82.92,0.0,49.5,11.3,54.32,70.45,95.53,67.31947033898301,1.9344915254237287,76.23600867678952
A07620,"Seton Accountable Care Organization, Inc.",95.72,50.0,18360,2654,9893,4308,1505,10582,7778,15500,1187,344.0,646.0,14.0,669,138.0,757.0,9089.0,3229.0,4935.0,722.0,203.0,0,15,0,0,0,382,159,66,0,8,2016,Texas,7971.0,0.0,1.0,82.84,92.56,92.25,84.46,58.96,75.01,74.31,24.25,14.14,17.38,44.99,64.25,47.91,100.0,52.74,74.32,90.38,51.74,97.22,39.37,73.35,82.84,78.06,11.11,66.18,11.55,72.06,78.81,86.16,67.31947033898301,1.9344915254237287,76.23600867678952
A06665,JFK Health ACO,91.17,50.0,15765,2176,6634,4520,2435,9146,6619,10946,1799,1639.0,353.0,30.0,998,192.0,822.0,12055.0,4837.0,6791.0,422.0,4.0,0,0,0,0,3,78,165,24,0,0,2016,New Jersey,11923.0,0.0,1.0,80.49,92.76,91.83,85.64,61.09,76.06,70.27,23.49,15.58,19.32,54.45,69.5,59.93,82.86,51.24,64.0,48.12,70.44,77.52,43.15,45.91,55.98,78.11,0.0,27.42,23.39,30.24,78.64,90.65,67.31947033898301,1.9344915254237287,76.23600867678952
A68137,"Community Health Accountable Care, LLC",89.81,50.0,12484,2595,5089,3147,1653,6707,5777,12098,32,13.0,9.0,6.0,326,174.0,830.0,9159.0,561.0,2709.0,800.0,5089.0,6,39,8,0,5,148,155,75,4,1,2016,"Vermont, New Hampshire, New York",11803.0,0.0,1.0,77.83,91.61,91.05,81.04,61.12,79.6,71.97,20.37,15.32,17.83,61.71,100.66,79.84,99.12,39.94,63.98,82.86,65.71,90.29,51.31,62.75,59.89,78.24,5.88,44.87,15.54,52.49,69.21,85.67,67.31947033898301,1.9344915254237287,76.23600867678952
A74254,UPSA ACO LLC,98.72999999999999,50.0,5420,774,2605,1517,524,3029,2391,4659,273,63.0,285.0,2.0,138,141.0,745.0,10280.0,4667.0,5299.0,305.0,9.0,0,0,0,0,0,27,0,0,0,0,2016,Texas,8464.0,0.0,1.0,74.34,92.68,92.73,82.85,62.16,77.87,73.65,29.35,14.17,18.37,42.43,56.83,42.07,59.26,63.14,57.9,75.3,81.67,91.0,47.31,61.54,71.25,82.43,0.0,35.73,17.87,40.8,75.1,70.0,67.31947033898301,1.9344915254237287,76.23600867678952
A82420,USMD Physician Services,99.11,50.0,19545,1445,10134,5860,2106,11324,8221,17755,913,233.0,129.0,37.0,478,132.0,742.0,9570.0,3783.0,4970.0,811.0,6.0,0,0,0,0,0,104,122,18,0,0,2016,Texas,8939.0,0.0,1.0,79.75,93.04,93.24,81.6,66.12,75.04,72.7,32.29,13.78,17.06,44.8,62.24,48.23,100.0,81.3,78.92,88.13,88.29,88.46,78.38,87.56,81.46,93.65,22.22,51.76,8.88,57.96,76.4,94.41,67.31947033898301,1.9344915254237287,76.23600867678952
A60743,"Ingalls Care Network, LLC",85.47,50.0,6469,1092,2722,1789,866,4043,2426,3963,2302,33.0,57.0,1.0,113,195.0,778.0,10152.0,4151.0,5277.0,544.0,179.0,0,2,0,0,5,47,68,13,0,0,2016,"Illinois, Indiana",12329.0,0.0,1.0,77.94,94.27,93.2,83.5,58.95,70.72,71.94,32.23,14.76,19.09,61.2,92.98,77.39,85.71,70.25,48.59,29.72,64.77,90.77,66.43,33.14,68.09,77.66,0.0,28.13,21.53,35.07,68.22,79.85,67.31947033898301,1.9344915254237287,76.23600867678952
A17898,"Health Connect Partners, LLC",97.91,50.0,76497,10124,34805,21425,10143,44382,32115,67358,2114,2842.0,400.0,617.0,3166,139.0,785.0,8692.0,3555.0,3664.0,1346.0,127.0,2,0,5,0,33,1289,1595,434,4,0,2016,"Washington, Montana, Alaska",9753.0,0.0,1.0,82.31,92.71,91.77,80.6,60.94,75.82,70.05,26.59,13.37,14.73,46.15,67.33,52.93,99.26,50.87,73.35,83.38,48.34,95.06,50.16,71.3,69.72,82.04,9.76,55.75,15.34,61.06,70.22,93.71,67.31947033898301,1.9344915254237287,76.23600867678952
A86442,SW Provider Partners LLC,97.50999999999999,50.0,16373,1562,8885,4383,1543,9594,6779,14566,637,314.0,312.0,16.0,528,143.0,766.0,9662.0,3566.0,5268.0,811.0,17.0,0,0,0,0,0,93,70,22,0,1,2016,Texas,8357.0,0.0,1.0,84.46,92.73,92.11,86.16,60.4,75.08,72.34,31.04,14.83,17.84,46.2,57.09,49.62,95.65,62.96,77.69,83.41,82.74,81.12,49.03,70.2,76.06,78.36,0.0,43.51,14.05,48.11,73.79,86.75,67.31947033898301,1.9344915254237287,76.23600867678952
A70064,"Partners In Care ACO, Inc.",90.39,50.0,13392,1824,5812,3626,2130,8159,5233,11168,1097,303.0,301.0,6.0,517,167.0,836.0,11797.0,4908.0,6100.0,784.0,4.0,0,0,0,0,3,148,158,47,0,0,2016,New Jersey,12176.0,0.0,1.0,84.16,93.37,92.61,82.13,65.35,78.03,68.74,27.52,14.87,18.19,49.26,71.8,57.42,78.18,34.14,69.6,61.6,74.7,85.79,41.13,47.98,50.81,84.34,0.0,11.29,23.79,12.9,67.6,88.8,67.31947033898301,1.9344915254237287,76.23600867678952
A02854,Akira Health of Fresno Inc.,90.41,50.0,7858,1404,2556,2116,1782,4792,3066,6142,487,314.0,542.0,66.0,307,243.0,821.0,14424.0,9361.0,4363.0,606.0,94.0,0,0,1,0,0,28,1,10,0,0,2016,California,21006.0,0.0,1.0,74.91,89.66,88.71,76.03,57.03,70.79,70.7,18.34,16.73,19.69,87.49,106.06,86.34,55.56,76.46,74.83,67.78,93.64,95.87,65.98,65.59,78.66,65.05,0.0,32.85,22.73,39.05,79.56,75.68,67.31947033898301,1.9344915254237287,76.23600867678952
A08611,South Bend Clinic Accountable Care,88.48,50.0,7878,967,3693,2029,1189,4656,3222,7105,542,28.0,19.0,7.0,177,139.0,789.0,8694.0,3606.0,3681.0,1394.0,14.0,0,0,0,0,0,49,45,22,0,0,2016,"Indiana, Michigan",8602.0,0.0,1.0,80.62,92.31,92.17,86.18,58.64,72.93,73.39,31.16,13.92,16.84,44.14,65.55,52.07,100.0,30.17,70.61,83.06,44.78,86.29,20.41,72.18,79.44,82.72,7.3472931442080425,54.84,10.48,60.48,67.34,88.31,67.31947033898301,1.9344915254237287,76.23600867678952
A23786,"Clinical Partners of Colorado Springs, LLC",96.27,50.0,4995,750,2608,1236,401,2794,2201,4618,142,31.0,70.0,5.0,129,97.0,748.0,8005.0,2785.0,3697.0,806.0,719.0,0,26,0,0,0,104,13,48,4,0,2016,Colorado,6970.0,0.0,1.0,78.91,93.23,91.76,81.32,63.31,76.61,74.02,27.91,14.26,17.12,40.23,56.43,43.78,38.6,60.07,73.97,78.58,90.79,98.65,40.18,77.82,73.41,78.48,19.23,60.27,9.76,63.3,85.02,91.53,67.31947033898301,1.9344915254237287,76.23600867678952
A38301,Physicians Accountable Care of Utah,95.38,50.0,7507,990,3916,1923,678,4250,3257,7022,43,106.0,70.0,17.0,249,106.0,740.0,7946.0,3555.0,3485.0,902.0,5.0,0,0,0,0,0,64,94,16,3,0,2016,Utah,7831.0,0.0,1.0,80.42,93.23,92.92,83.54,56.44,76.85,70.87,28.64,13.5,16.75,39.89,54.44,45.58,98.31,61.38,58.85,77.21,86.7,97.49,38.35,70.63,70.79,72.76,0.0,34.75,19.62,41.13,77.82,83.27,67.31947033898301,1.9344915254237287,76.23600867678952
A71307,"HCP ACO California, LLC",78.57,50.0,53872,8140,25027,14585,6120,30649,23223,40047,4679,2932.0,2480.0,85.0,3649,170.0,756.0,9801.0,3956.0,5237.0,601.0,7.0,0,0,0,0,4,1160,338,230,7,0,2016,"California, Nevada, Florida",9663.0,0.0,1.0,78.02,91.74,90.03,83.73,56.03,72.28,71.25,26.11,15.31,19.52,47.19,62.01,50.25,67.56,41.59,35.97,42.02,66.61,29.21,8.67,40.19,44.05,71.35,0.0,11.82,25.19,13.95,62.5,79.72,67.31947033898301,1.9344915254237287,76.23600867678952
A23727,"Duke Connected Care, LLC",94.31,50.0,48985,9841,23216,11606,4322,28224,20760,34914,12024,502.0,271.0,52.0,1222,174.0,764.0,9579.0,3494.0,4276.0,1537.0,272.0,0,9,1,0,9,566,1574,319,2,1,2016,North Carolina,9882.0,0.0,1.0,82.36,94.75,93.34,83.43,64.24,72.1,70.14,22.57,13.55,16.29,51.43,75.63,60.24,98.88,93.44,81.12,87.15,60.48,86.29,44.27,64.52,73.31,90.2,0.0,33.06,16.53,37.1,66.54,88.8,67.31947033898301,1.9344915254237287,76.23600867678952
A43717,Louisiana Physicians ACO LLC,90.36999999999999,50.0,5778,1108,2193,1580,897,3428,2350,4193,1461,19.0,20.0,2.0,83,192.0,753.0,11947.0,4646.0,5732.0,1548.0,22.0,0,0,0,0,0,29,24,20,0,0,2016,Louisiana,15734.0,0.0,1.0,82.55,94.3,94.05,85.82,61.44,73.2,69.04,29.32,15.63,19.51,70.88,107.06,82.29,75.0,70.4,69.6,60.0,90.28,96.68,58.15,63.07,57.27,74.6,0.0,37.07,14.29,42.08,74.26,92.81,67.31947033898301,1.9344915254237287,76.23600867678952
A18812,RWJ Partners LLC,95.55,50.0,14165,2026,6313,3853,1973,8173,5992,11632,1289,340.0,289.0,5.0,610,166.0,826.0,11100.0,4054.0,6524.0,517.0,5.0,0,0,0,0,3,179,217,49,1,0,2016,New Jersey,10714.0,0.0,1.0,79.11,94.55,94.29,84.04,58.96,74.95,72.07,20.79,14.43,16.33,48.17,70.57,52.57,89.09,58.29,70.82,72.88,72.98,95.9,53.47,56.14,71.66,70.87,8.33,36.87,24.58,45.29,62.16,81.59,67.31947033898301,1.9344915254237287,76.23600867678952
A91435,Cleveland Quality Healthnet,87.98,50.0,5928,785,2126,1762,1255,3434,2494,3866,1898,41.0,7.0,0.0,116,245.0,817.0,12664.0,4759.0,4887.0,3013.0,5.0,0,0,0,0,0,29,5,25,0,1,2016,Ohio,18668.0,0.0,1.0,82.85,94.13,92.38,85.43,62.78,68.05,68.34,25.2,16.37,19.98,82.34,117.3,91.35,89.29,63.23,64.64,56.05,95.34,95.02,62.97,56.71,69.54,74.5,9.09,41.74,24.35,52.17,72.08,94.7,67.31947033898301,1.9344915254237287,76.23600867678952
A08181,"Accountable Care Coalition of Mississippi, LLC.",87.45,50.0,6044,2554,2202,971,317,3318,2726,2163,3819,20.0,16.0,1.0,25,195.0,718.0,9188.0,421.0,2844.0,944.0,4979.0,0,168,0,0,0,121,56,232,0,0,2016,Mississippi,9309.0,0.0,1.0,75.93,92.4,91.76,86.03,60.76,69.04,69.05,31.0,15.0,18.58,50.11,82.37,69.65,86.67,47.38,54.29,38.89,86.36,87.19,66.61,54.64,53.48,75.41,5.88,23.99,28.3,33.96,57.44,89.84,67.31947033898301,1.9344915254237287,76.23600867678952
A24804,"Alliance for Integrated Care of New York, LLC",91.99000000000001,50.0,6775,3730,1797,889,359,3189,3586,4299,1588,193.0,316.0,16.0,363,185.0,839.0,12200.0,4110.0,6382.0,1526.0,182.0,0,3,0,0,3,90,136,55,0,0,2016,"New York, New Jersey",9101.0,0.0,1.0,79.37,91.24,89.52,84.3,57.61,74.98,70.91,26.31,15.41,17.58,51.85,74.39,61.69,60.53,46.48,63.68,51.76,74.39,96.36,51.95,47.4,58.57,76.97,0.0,40.07,30.32,50.18,72.49,87.17,67.31947033898301,1.9344915254237287,76.23600867678952
A67365,"Accountable Care Coalition of Maryland Primary Care, LLC.",95.91,50.0,6777,815,2648,2037,1277,3963,2814,3685,1528,812.0,196.0,9.0,547,191.0,829.0,14460.0,6636.0,6304.0,1511.0,9.0,0,0,0,0,0,31,2,16,0,0,2016,"Maryland, District of Columbia",14971.0,0.0,1.0,82.72,91.33,90.91,86.68,58.3,74.34,71.95,21.18,15.22,17.54,53.9,85.45,67.23,71.88,83.81,83.05,76.44,85.39,94.92,74.81,63.52,58.14,84.49,0.0,45.88,18.74,52.71,77.14,86.23,67.31947033898301,1.9344915254237287,76.23600867678952
A49168,"CMG ACO, LLC",98.83,50.0,17717,2052,7480,5268,2917,10043,7674,15907,917,148.0,116.0,6.0,623,155.0,826.0,11895.0,4337.0,5783.0,1767.0,9.0,0,0,0,0,0,82,108,45,1,0,2016,Connecticut,10729.0,0.0,1.0,79.14,92.71,93.69,86.1,61.74,77.2,74.0,23.19,14.07,16.61,46.69,60.34,47.91,73.68,69.6,73.05,80.7,84.57,97.74,42.04,69.42,79.41,82.96,13.33,37.31,17.54,44.03,82.44,85.97,67.31947033898301,1.9344915254237287,76.23600867678952
A91307,Frederick Integrated Healthcare Network LLC,95.0,50.0,10846,1320,5066,3029,1431,6229,4617,9710,683,102.0,35.0,2.0,314,116.0,819.0,10568.0,3618.0,5845.0,1101.0,4.0,0,0,0,0,4,58,112,29,1,0,2016,Maryland,10450.0,0.0,1.0,79.82,89.74,89.4,85.11,60.05,71.25,75.22,23.51,13.32,16.52,44.99,61.97,51.36,87.5,72.29,76.19,73.39,83.06,96.77,70.16,51.21,65.06,85.23,5.56,31.45,20.56,35.48,70.56,94.4,67.31947033898301,1.9344915254237287,76.23600867678952
A95248,"Holy Cross Physician Partners ACO, LLC",91.18,50.0,13676,1074,6042,3863,2697,7464,6212,12107,879,71.0,211.0,11.0,397,158.0,788.0,11895.0,3914.0,7367.0,612.0,3.0,0,0,0,0,3,74,114,13,0,0,2016,Florida,11343.0,0.0,1.0,81.31,93.84,94.56,81.76,57.02,74.9,71.95,21.58,14.37,19.38,47.68,74.1,58.77,75.61,65.46,56.1,35.71,72.11,98.0,11.11,52.61,59.36,72.38,7.3472931442080425,17.9,12.06,19.84,70.34,74.6,67.31947033898301,1.9344915254237287,76.23600867678952
A11353,WellSpan Population Health Services,96.78,50.0,39394,6077,16274,11239,5804,22498,16896,37230,939,160.0,267.0,18.0,780,156.0,832.0,9299.0,4255.0,3603.0,1400.0,42.0,0,5,0,0,14,388,458,182,1,0,2016,"Pennsylvania, Maryland",10236.0,0.0,1.0,84.69,93.6,93.39,85.65,64.1,76.91,73.94,25.66,14.09,15.38,53.82,70.47,58.56,97.04,65.05,85.89,89.16,80.85,98.59,47.55,72.37,72.56,87.3,0.0,55.51,10.27,60.46,65.69,87.66,67.31947033898301,1.9344915254237287,76.23600867678952
A05950,"Health Alliance Integrated Care, LLC ",98.34,50.0,8057,1482,3339,2293,943,4625,3432,7544,37,62.0,168.0,29.0,217,123.0,780.0,9110.0,2625.0,3506.0,2157.0,822.0,0,0,5,0,8,131,203,93,2,4,2016,"Idaho, Oregon",9899.0,0.0,1.0,81.01,91.66,90.63,84.92,61.03,76.06,73.41,19.28,14.13,16.53,45.17,56.81,48.24,92.23,86.96,59.48,77.91,68.9,95.15,84.81,51.18,64.23,85.28,7.32,42.86,13.1,46.03,62.14,88.76,67.31947033898301,1.9344915254237287,76.23600867678952
A25744,PACN,99.32,50.0,14165,1447,6644,4321,1753,8044,6121,12272,1475,48.0,35.0,59.0,276,154.0,805.0,11197.0,4589.0,4923.0,1673.0,12.0,0,0,0,0,0,29,91,25,0,0,2016,North Carolina,8584.0,0.0,1.0,85.98,93.83,92.9,85.42,61.09,78.13,74.55,33.76,14.87,17.74,54.03,74.02,56.67,100.0,88.1,89.24,91.01,82.33,98.06,62.35,82.47,75.4,85.53,7.3472931442080425,48.79,7.66,52.02,70.14,89.57,67.31947033898301,1.9344915254237287,76.23600867678952
A74448,Cotton-O'Neil ACO llc,97.97,50.0,23020,3632,9729,6641,3018,13166,9854,21253,961,76.0,172.0,104.0,454,160.0,797.0,9341.0,3110.0,3977.0,2223.0,31.0,0,0,0,0,2,118,172,113,0,0,2016,Kansas,9504.0,0.0,1.0,85.19,92.35,91.2,85.98,62.42,75.31,71.69,28.05,14.85,18.57,52.71,75.93,63.62,100.0,85.43,87.18,95.16,96.77,99.19,87.4,85.48,83.87,86.38,9.76,58.47,9.68,63.71,72.98,90.73,67.31947033898301,1.9344915254237287,76.23600867678952
A73551,St. Francis Accountable Health Network,97.91,50.0,8677,1464,3876,2244,1093,4941,3736,7878,438,39.0,80.0,51.0,191,161.0,789.0,9209.0,3342.0,3515.0,1951.0,401.0,2,0,3,0,5,50,71,38,0,0,2016,Kansas,10317.0,0.0,1.0,78.85,91.02,90.75,85.61,60.31,76.69,70.66,27.26,14.92,19.87,47.02,69.97,59.64,73.58,83.27,66.14,76.14,66.67,95.59,76.53,65.79,68.93,76.87,2.74,35.48,11.47,39.78,72.93,92.37,67.31947033898301,1.9344915254237287,76.23600867678952
A17964,"RHS Regional Health Network, LLC",95.23,50.0,9014,1857,3602,2260,1295,5085,3929,7877,862,48.0,62.0,6.0,159,178.0,788.0,9045.0,3640.0,3962.0,1431.0,12.0,0,0,0,0,2,104,196,44,0,0,2016,Illinois,10843.0,0.0,1.0,77.53,90.04,88.83,83.06,59.49,71.54,70.91,21.79,14.76,19.38,61.16,84.68,66.15,100.0,88.1,62.99,66.67,82.65,96.74,90.77,52.67,63.74,82.2,11.9,45.45,17.05,53.41,78.91,94.23,67.31947033898301,1.9344915254237287,76.23600867678952
A49534,"Capital Health Accountable Care Organization, LLC",94.62,50.0,4792,651,2149,1248,744,2952,1840,3662,915,37.0,47.0,2.0,129,176.0,787.0,11381.0,4029.0,6464.0,751.0,137.0,0,4,0,0,5,106,155,56,0,2,2016,"New Jersey, Pennsylvania",10881.0,0.0,1.0,78.93,95.31,94.83,82.26,59.28,73.27,73.35,18.34,14.75,17.37,50.78,75.3,57.8,87.5,90.32,81.22,79.03,85.48,96.77,78.23,79.03,85.89,97.78,0.0,41.53,17.74,47.58,84.68,89.52,67.31947033898301,1.9344915254237287,76.23600867678952
A72677,Signature Partners,91.31,50.0,34413,4538,16419,9551,3905,19526,14887,28696,2674,908.0,619.0,19.0,1497,174.0,782.0,9703.0,3326.0,4912.0,922.0,542.0,7,10,6,0,26,515,850,291,1,5,2016,"Virginia, West Virginia",10347.0,0.0,1.0,79.36,92.31,91.6,83.79,58.07,73.39,73.41,19.95,15.49,18.86,62.72,91.69,71.65,96.99,69.13,67.24,71.14,85.28,81.77,46.18,53.4,59.46,81.96,0.0,25.54,12.59,25.9,62.36,86.8,67.31947033898301,1.9344915254237287,76.23600867678952
A73256,Trinity Health Michigan d/b/a St. Mary Mercy Hospital,95.94,50.0,9447,1257,3880,2727,1583,5459,3988,8231,898,103.0,19.0,7.0,189,172.0,796.0,10168.0,4880.0,4699.0,556.0,33.0,2,2,0,0,4,71,123,20,0,0,2016,"Michigan, Georgia",10264.0,0.0,1.0,83.63,93.47,91.9,84.67,61.35,73.32,71.7,33.7,15.03,17.33,60.77,84.82,66.91,80.0,73.32,68.58,57.02,82.89,94.15,55.66,56.44,62.3,85.45,5.56,35.86,12.35,38.65,70.61,84.92,67.31947033898301,1.9344915254237287,76.23600867678952
A83232,"Arkansas HIgh Performance Network ACO, LLC",95.0,50.0,23258,4215,10311,6383,2349,13572,9686,21327,1331,95.0,78.0,186.0,241,164.0,739.0,9117.0,4655.0,3468.0,639.0,355.0,0,0,5,0,0,85,62,34,0,0,2016,"Arkansas, Oklahoma",8761.0,0.0,1.0,77.08,94.93,93.49,86.55,54.87,74.32,69.36,35.0,15.08,20.36,59.76,79.28,62.19,64.29,56.7,73.17,58.75,61.27,85.52,39.01,56.89,67.58,60.19,0.0,32.6,21.55,37.02,67.26,90.13,67.31947033898301,1.9344915254237287,76.23600867678952
A07732,"Mary Washington Health Alliance, LLC.",96.72,50.0,16443,1923,8519,4506,1495,9522,6921,14181,1730,114.0,56.0,11.0,351,170.0,778.0,9873.0,3402.0,5248.0,959.0,264.0,0,0,1,0,3,106,481,76,1,0,2016,Virginia,9858.0,0.0,1.0,78.49,92.62,92.15,82.7,57.43,74.36,72.39,26.6,14.74,18.58,53.25,73.97,59.54,85.71,59.04,56.05,78.71,82.14,95.0,30.68,68.8,45.01,81.12,0.0,53.01,15.41,57.52,77.42,90.91,67.31947033898301,1.9344915254237287,76.23600867678952
A65633,Baylor Scott & White Quality Alliance,98.38,50.0,69437,6722,35986,19613,7116,40817,28620,60394,5569,814.0,953.0,146.0,1561,143.0,752.0,9550.0,3630.0,4884.0,1024.0,11.0,0,0,0,0,27,575,434,356,2,7,2016,Texas,9330.0,0.0,1.0,83.82,95.63,93.93,85.81,61.72,77.18,71.92,31.22,14.24,20.02,43.97,63.08,50.36,96.81,65.85,90.72,88.38,83.11,98.52,65.78,85.67,81.8,86.01,40.0,50.26,9.88,54.07,77.24,98.67,67.31947033898301,1.9344915254237287,76.23600867678952
A74976,"North Central Arizona Accountable Care, LLC ",93.17999999999999,50.0,13391,1067,6919,4015,1390,7424,5967,12823,50,32.0,86.0,90.0,310,121.0,770.0,9597.0,3391.0,4680.0,1506.0,19.0,0,0,0,0,4,111,281,70,3,0,2016,Arizona,9285.0,0.0,1.0,75.45,90.53,88.67,80.13,59.14,71.36,71.07,29.15,13.25,17.35,40.77,55.97,40.65,68.85,88.05,79.96,75.78,93.06,97.7,68.24,72.34,82.84,82.05,13.04,64.01,14.77,71.82,75.08,94.39,67.31947033898301,1.9344915254237287,76.23600867678952
A88553,Franciscan Alliance ACO,94.45,50.0,60667,10349,27729,15738,6851,35538,25129,55024,3951,224.0,368.0,17.0,1083,169.0,791.0,9469.0,3493.0,4595.0,1262.0,119.0,0,6,1,0,64,518,590,226,0,3,2016,"Indiana, Illinois",10325.0,0.0,1.0,73.52,90.19,90.03,82.94,58.44,73.64,73.26,31.18,14.38,17.0,52.53,75.81,59.27,97.21,75.82,67.69,79.44,76.61,98.39,49.39,69.76,79.03,80.75,6.82,52.42,13.31,62.1,71.77,86.29,67.31947033898301,1.9344915254237287,76.23600867678952
A60323,"Physicians ACO, LLC",94.87,50.0,6951,724,2885,2272,1070,4045,2906,6229,465,47.0,68.0,4.0,138,147.0,816.0,13232.0,6141.0,5178.0,1861.0,52.0,0,0,0,0,0,33,3,11,0,0,2016,Florida,10885.0,0.0,1.0,77.18,89.11,88.36,81.33,61.09,74.63,73.3,27.72,14.62,17.92,42.86,56.9,46.53,37.84,61.74,77.67,60.35,92.46,98.6,74.49,75.91,80.17,74.75,5.0,47.33,12.46,51.07,76.16,80.36,67.31947033898301,1.9344915254237287,76.23600867678952
A59161,"LifeBridge Health ACO, LLC",94.74000000000001,50.0,18393,3057,8792,4719,1825,11089,7304,11901,5704,218.0,73.0,5.0,492,155.0,768.0,9793.0,3790.0,5140.0,858.0,4.0,0,0,0,0,6,217,335,81,1,0,2016,Maryland,11017.0,0.0,1.0,76.14,92.39,91.88,83.62,61.54,73.18,73.98,27.11,13.84,16.82,49.41,71.67,55.92,94.0,62.8,82.51,78.17,79.62,93.87,32.63,67.7,64.57,82.28,8.33,36.22,20.87,46.06,66.27,90.63,67.31947033898301,1.9344915254237287,76.23600867678952
A34814,Aledade Delaware ACO LLC,97.48,50.0,20141,2850,10079,5399,1813,11587,8554,16529,2873,94.0,107.0,11.0,527,137.0,825.0,11013.0,4792.0,5449.0,766.0,6.0,0,0,0,0,0,63,1,24,0,0,2016,"Delaware, Pennsylvania, Maryland",9665.0,0.0,1.0,83.59,94.19,92.3,83.23,61.35,74.71,74.82,28.48,14.11,17.95,41.67,59.54,49.13,83.33,86.24,76.09,85.61,80.31,97.68,78.03,68.18,79.74,85.87,0.0,43.37,13.62,48.39,78.91,92.92,67.31947033898301,1.9344915254237287,76.23600867678952
A07334,"Connected Care, LLC",90.13,50.0,8223,1774,3194,2244,1011,4682,3541,7838,204,9.0,21.0,5.0,146,180.0,834.0,10048.0,4520.0,4863.0,640.0,25.0,0,0,0,0,2,29,41,8,0,0,2016,Michigan,9967.0,0.0,1.0,79.65,94.62,93.33,84.76,56.02,79.33,70.56,29.25,14.83,17.38,65.09,90.01,64.05,65.22,34.67,59.32,47.68,78.53,94.12,24.92,46.18,56.08,74.64,0.0,37.2,17.75,40.61,72.6,84.31,67.31947033898301,1.9344915254237287,76.23600867678952
